"","SimAlphaPos","fitAlphaPos","SimAlphaNeg","fitAlphaNeg","simBeta","fitBeta","BIC"
"result.1",0.414141414141414,0,0.787878787878788,0.107946293216146,1.82895903198844,1.95859695911427,1995.80784040856
"result.2",0.676767676767677,0.610104069639624,0.0909090909090909,0.0642174307386286,15.6086760750952,10,1711.60642316931
"result.3",0.232323232323232,0.127425254490116,0.202020202020202,0.157283303076437,7.02260319071884,6.92080543443911,1972.84095542717
"result.4",0.616161616161616,0.289584779991408,0.606060606060606,0.460312189087716,2.82423655968159,6.4841173688363,1988.36531339625
"result.5",0.808080808080808,0.477021641679133,0.505050505050505,0.291899053369451,18.7895040482956,9.55332153376528,1949.33751811253
"result.6",0.0909090909090909,0.0715283830128183,0.242424242424242,0.138088732319266,3.95934589186168,5.62288019188217,1990.3695692644
"result.7",0.95959595959596,1,0.353535353535354,0.663433404683836,1.6423981403932,1.95592953274439,1996.29122715637
"result.8",0.383838383838384,0.811221213279971,0.464646464646465,0.841976141591338,3.83671627358949,10,1977.78905445991
"result.9",0.313131313131313,0,0.565656565656566,0.879685111168173,4.25298053062821,2.62586112021265,1991.0400670145
"result.10",0.707070707070707,0.663811234994858,0,0,8.19953146348608,7.39585987914114,666.587771928156
"result.11",0.595959595959596,0.29713381376756,0.272727272727273,0.325697575728769,0.385801144875586,3.3433357930334,1994.48712135736
"result.12",0.97979797979798,0.757287880635842,0.333333333333333,0.172630038265467,3.00563231809065,3.10486802023865,1987.05176793704
"result.13",0.363636363636364,1,0.676767676767677,1,0.0166859780438244,0,1999.98874543425
"result.14",0.717171717171717,1,0.313131313131313,0,0.219981799040021,0.136457516268529,1999.92780654829
"result.15",0.111111111111111,0.944167807311612,0.212121212121212,0.222398502939477,3.45353177748621,1.85756360210146,1995.77022130518
"result.16",0.0303030303030303,0,0.616161616161616,0.630221424364393,8.47180111291719,5.67058270525167,1986.14327375988
"result.17",0.888888888888889,0.956668242817614,0.919191919191919,1,8.80400807223142,3.79138333742312,1988.6486069019
"result.18",0.797979797979798,0.880477808485733,0.131313131313131,0.356277536326088,0.908828710671514,1.21428442077927,1998.46419195262
"result.19",0.242424242424242,0.503722131083059,0.0606060606060606,0,2.49397369567305,1.82003610277148,1983.99095801399
"result.20",0.343434343434343,0,0.888888888888889,0.736685646682237,0.432883798581457,2.15117171334575,1995.54556353601
"result.21",0.474747474747475,0.747483989433741,0.878787878787879,0.809156275185707,9.29580407175136,10,1979.41886289068
"result.22",0,0,0.898989898989899,1,1.64027034225674,1.75277326214761,1996.33630699728
"result.23",0.191919191919192,0.233766114929565,0.939393939393939,0.521166625692472,0.819165306165814,2.76733598692434,1993.73084705512
"result.24",0.737373737373737,0.108053566016346,0.686868686868687,0.05080564452377,3.5487203018502,3.62699957035865,1992.17993305322
"result.25",0.646464646464647,1,0.717171717171717,0.648909555071376,4.21912315746254,5.45160778900402,1985.79008812648
"result.26",0.545454545454546,0.241542170130477,0.262626262626263,0.331732916207796,4.76369623199838,5.19270072833369,1979.93259968612
"result.27",0.585858585858586,0.877064131340694,0.848484848484849,0.644956436289019,0.574169235769659,1.76357438349043,1997.18120239187
"result.28",0.0101010101010101,0,0.282828282828283,0,2.76276804041117,0,1999.98874543425
"result.29",0.919191919191919,1,0.484848484848485,0.389288857347584,4.04620322701722,3.8445445738435,1980.16167091346
"result.30",0.777777777777778,0.840137922853684,0.0303030303030303,0.0259440748503893,9.34101275709438,8.18567273880754,1569.46591703632
"result.31",0.252525252525253,0.0142727397350863,0.111111111111111,0.0664397165787155,2.29876124765724,2.379297173141,1995.46303080798
"result.32",0.0606060606060606,0.397147918229861,0.636363636363636,0.391406728826353,1.88005849719048,7.60622263279306,1988.32711214699
"result.33",0.666666666666667,0.689518163403287,0.383838383838384,0.516743244281732,4.4382036149264,10,1961.88462267125
"result.34",0.161616161616162,0.125785546877777,0.424242424242424,0.608000463183244,14.2807075000348,10,1975.05740016282
"result.35",0.696969696969697,0.383556500511092,0.858585858585859,0.70696666631445,15.7866552091184,10,1969.97997109315
"result.36",0.222222222222222,1,0.818181818181818,0.564885826886439,3.10299164382741,3.67792151253782,1990.10631605243
"result.37",0.767676767676768,0.950465611473704,0.373737373737374,0.318627284887253,14.8976381114664,10,1934.13204465602
"result.38",0.181818181818182,0.16159146449815,0.0808080808080808,0.0740879661388318,2.05310892313719,2.45793463939029,1990.64811013542
"result.39",0.212121212121212,1,0.727272727272727,0.27134490860134,1.1443958315067,1.00570131212244,1998.11226596698
"result.40",0.929292929292929,0.792151707887884,0.101010101010101,0.145911941823284,2.49019942188095,1.52216492747514,1997.27006976646
"result.41",0.373737373737374,1,0.95959595959596,1,1.85175539692864,2.77820747775569,1992.20988530583
"result.42",0.747474747474748,0.457921900975732,0.222222222222222,0.604905498500766,0.691339753102511,1.19100080277723,1998.9675797161
"result.43",0.565656565656566,0.15764260319876,0.737373737373737,0.210869931818907,1.65988116896457,3.02498628266864,1993.17579938
"result.44",0.393939393939394,0.364547393301112,0.535353535353535,0.317802595328481,29.3506872789127,10,1936.46172917291
"result.45",0.515151515151515,0.350503745715707,0.343434343434343,0.269826097391724,7.42130617941416,10,1949.92150042633
"result.46",0.484848484848485,0,0.494949494949495,0.251880828654659,2.36950555583462,5.04604786027013,1990.0947945027
"result.47",0.94949494949495,1,0.0101010101010101,1,0.473900379147381,0.327502390149728,1999.84369186013
"result.48",1,1,0.828282828282828,0.661020985004695,12.0883129264159,8.79969334129886,1979.2496796247
"result.49",0.303030303030303,0.103998097635572,0.646464646464647,0.353270212273723,5.1493111157552,5.20725403214326,1987.32797382086
"result.50",0.454545454545455,0.366670878790955,0.808080808080808,0.955176629451536,4.6752003438533,10,1982.84771998523
"result.51",0.555555555555556,0.633439019285599,0.303030303030303,0.302814813147599,6.12044325543052,4.53241132960605,1978.67400668017
"result.52",0.282828282828283,1,0.0707070707070707,0.268323440601734,1.30599361275783,2.19674186776168,1993.32083999271
"result.53",0.828282828282828,0.699003826696997,0.171717171717172,0,3.27574893133715,1.81442092752832,1987.37451782918
"result.54",0.727272727272727,0.689472603507236,0.545454545454546,0.504252982744825,5.77326898074592,6.11348152798211,1985.9808780925
"result.55",0.333333333333333,0.337060545505883,0.121212121212121,0.108007461201122,7.86811959887755,7.49255423624351,1903.0899102987
"result.56",0.575757575757576,0.0469889931139309,0.525252525252525,0.120765294377511,0.731768792146198,8.55644622692858,1975.57530982471
"result.57",0.757575757575758,0.134306670233881,0.97979797979798,0.0907285040441348,1.82891936972737,3.55786722996546,1992.61269073179
"result.58",0.505050505050505,0.521768425084813,0.232323232323232,0.416403855164724,2.59309406392276,2.51356286931802,1994.01817331211
"result.59",0.292929292929293,0,0.0404040404040404,1,0.653488223632939,1.52562253377609,1996.18600250751
"result.60",0.868686868686869,1,0.151515151515152,0.521646369839198,1.45679621957242,1.70954021957241,1994.86568050864
"result.61",0.141414141414141,0,0.868686868686869,0.359748918649209,1.54114092671509,3.49582256529953,1993.26966546658
"result.62",0.787878787878788,0.792451308701856,0.797979797979798,0.477769640506722,0.773266062606126,0,1999.98874543425
"result.63",0.0707070707070707,1,0.757575757575758,0,0.376968350923861,0.241448052186411,1999.7184973841
"result.64",0.434343434343434,0,0.575757575757576,0.666656178277308,1.67782058939338,2.17818992224544,1991.66195981666
"result.65",0.0808080808080808,0.103053376694805,0.323232323232323,0.342145927714098,4.92802957517511,7.01310766870662,1976.96915761523
"result.66",0.0202020202020202,1,1,0.319056032076585,0.230676386189023,0.982115810222395,1999.23621452807
"result.67",0.404040404040404,0.418558507151005,0.666666666666667,0.728576131174573,8.95323705817473,10,1977.75871972864
"result.68",0.494949494949495,0,0.98989898989899,0.976934424621249,1.67917730053887,10,1984.43135791013
"result.69",0.636363636363636,0.141032327544012,0.444444444444444,0.614684801721421,2.54033562494442,8.1718194594843,1976.93091405055
"result.70",0.272727272727273,1,0.696969696969697,0.90733538316827,3.64486802050666,3.63851764382534,1992.19908960798
"result.71",0.838383838383838,0.652449861553211,0.626262626262626,0.795790500619067,4.16867380115523,10,1976.58622700806
"result.72",0.151515151515152,0.15090015127304,0.161616161616162,0.14626704347616,7.74599502752435,6.0769257685219,1974.50440314384
"result.73",0.444444444444444,0.462382154145412,0.404040404040404,0.531527182831856,1.89280305756256,3.12536739416018,1992.89704132955
"result.74",0.171717171717172,0.154478439262878,0.747474747474748,0.486537274539715,8.65945055107486,10,1959.09760741603
"result.75",0.323232323232323,0.263976190406069,0.434343434343434,0.273828430975573,2.62564583681524,3.500415231137,1991.99919224499
"result.76",0.96969696969697,1,0.141414141414141,0,1.09921886585653,0.787738799893263,1997.49627611025
"result.77",0.424242424242424,0.313726209036659,0.555555555555556,0.583326527444739,14.0329398578944,10,1958.31718214239
"result.78",0.818181818181818,0.794754372973984,0.777777777777778,0.909001410190036,2.76988373836502,2.43861611939042,1994.80673644743
"result.79",0.101010101010101,1,0.94949494949495,1,12.1550631423699,10,1976.78239181065
"result.80",0.0404040404040404,0,0.656565656565657,0,0.217980782476253,0,1999.98874543425
"result.81",0.656565656565657,0,0.454545454545455,0.55063541661179,0.254378472454846,0.900512672647634,1998.84555859777
"result.82",0.464646464646465,0,0.838383838383838,1,1.80716078961268,2.90434272830807,1995.43205620383
"result.83",0.262626262626263,0.282908456990938,0.96969696969697,0.814466477688117,12.1391856012152,10,1986.59530350819
"result.84",0.131313131313131,0.199466867342315,0.595959595959596,0.51004420951325,11.7310552758383,10,1979.04682271727
"result.85",0.878787878787879,0.568393752797876,0.363636363636364,0.548535004733829,2.76185734197497,2.69461863520684,1994.28889273176
"result.86",0.525252525252525,0.420211963951104,0.0505050505050505,0.0878854717090245,1.9490667222999,3.23740224406364,1977.36881420225
"result.87",0.686868686868687,0.521498052482089,0.292929292929293,0.213103628734911,10.9433663537012,7.4279600744042,1962.24540242598
"result.88",0.353535353535354,1,0.929292929292929,0.687745105442986,3.30916529288515,3.87199999128369,1988.78299642172
"result.89",0.535353535353535,1,0.515151515151515,0,0.353083682712168,0,1999.98874543425
"result.90",0.848484848484849,0.866927760829873,0.767676767676768,0.614537732468798,9.53468251000059,10,1974.43142273138
"result.91",0.939393939393939,0.275557607342284,0.181818181818182,0.148828735456603,0.200327381192535,3.97068816827678,1993.80920207951
"result.92",0.98989898989899,1,0.191919191919192,0.0583101715990737,1.00983471842483,0.984598207082796,1996.68049485141
"result.93",0.626262626262626,0.543469942087443,0.474747474747475,0.486592976079994,5.46127351445562,8.69480885911695,1970.97598483594
"result.94",0.121212121212121,0,0.909090909090909,1,0.896722516044974,1.03454805872265,1998.64377087799
"result.95",0.202020202020202,0.0560358961494758,0.252525252525253,0.408477054807138,2.49752045699448,2.87237248166711,1995.58246949553
"result.96",0.0505050505050505,0,0.585858585858586,0.0592161463042621,0.239653178546038,1.25702188201277,1997.17718181617
"result.97",0.909090909090909,0.507873083061812,0.393939393939394,0.702184768141894,2.5882268929854,5.6372043142417,1985.90758937138
"result.98",0.898989898989899,0.647245726860986,0.707070707070707,0.866579349290052,1.97283326182514,3.38597432670373,1990.17985509976
"result.99",0.858585858585859,1,0.414141414141414,0.333848969138751,3.2978282799013,2.67963134758536,1991.61079735356
"result.100",0.606060606060606,0.557601102969847,0.0202020202020202,0.0161518424155534,4.75302655228829,5.30615140067079,1723.09521298679
