key_resp_pract.keys,key_resp_pract.rt,trial_acc,trial_index,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,practice_loop.order,scn_condition,scn_cat,scn_inst,scn_file,obj_cat,obj_cat_num,obj_file,trial_cond,quadrant,obj_x,obj_y,corr_ans,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_trial.keys,key_resp_trial.rt,iterations.thisRepN,iterations.thisTrialN,iterations.thisN,iterations.thisIndex,iterations.ran,iterations.order,task_innerloop.thisRepN,task_innerloop.thisTrialN,task_innerloop.thisN,task_innerloop.thisIndex,task_innerloop.ran,task_innerloop.order
,,0,1,1,0,240,90,1,239,2,3,3,stim/33.jpeg,Instruments,1,stim/objects/Instruments/trumpet.png,0.3,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
left,0.941999912,0,2,1,0,240,101,1,239,2,3,2,stim/32.jpeg,HouseObjects,2,stim/objects/HouseObjects/teapot.png,0.7,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
left,0.809999943,0,3,1,0,240,109,1,239,2,3,2,stim/32.jpeg,HouseObjects,2,stim/objects/HouseObjects/teapot.png,0.7,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
left,0.842999935,1,4,1,0,240,122,1,239,2,4,3,stim/43.jpeg,Instruments,1,stim/objects/Instruments/record2.png,0.7,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
right,1.0849998,0,5,1,0,240,85,1,239,2,3,2,stim/32.jpeg,Instruments,1,stim/objects/Instruments/trombone.png,0.3,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
left,0.900999784,1,6,1,0,240,210,1,239,3,6,3,stim/63.jpeg,Instruments,1,stim/objects/Instruments/trumpet2.png,0.9,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
right,0.947999954,1,7,1,0,240,71,1,239,1,2,4,stim/24.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge.png,0.5,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
right,0.937999964,1,8,1,0,240,169,1,239,3,5,2,stim/52.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw2.png,0.9,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
right,0.816999912,1,9,1,0,240,27,1,239,1,1,4,stim/14.jpeg,HouseObjects,2,stim/objects/HouseObjects/rug.png,0.5,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
right,0.78399992,0,10,1,0,240,125,1,239,2,4,2,stim/42.jpeg,Instruments,1,stim/objects/Instruments/pipepiano2.png,0.7,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,,,,,,,,,,,,
,,1,1,,,,,,,3,6,4,stim/64.jpeg,Instruments,1,stim/objects/Instruments/tuba2.png,0.9,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.087999821,4,0,4,0,1,3,1,0,240,235,1,239
,,1,2,,,,,,,2,3,4,stim/34.jpeg,Instruments,1,stim/objects/Instruments/tuba.png,0.3,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.437999964,4,0,4,0,1,3,1,0,240,83,1,239
,,0,3,,,,,,,2,3,3,stim/33.jpeg,Instruments,1,stim/objects/Instruments/trumpet.png,0.3,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.485999823,4,0,4,0,1,3,1,0,240,90,1,239
,,0,4,,,,,,,2,3,2,stim/32.jpeg,HouseObjects,2,stim/objects/HouseObjects/teapot.png,0.7,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.7099998,4,0,4,0,1,3,1,0,240,113,1,239
,,0,5,,,,,,,1,2,2,stim/22.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw.png,0.5,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.687000036,4,0,4,0,1,3,1,0,240,73,1,239
,,0,6,,,,,,,1,1,3,stim/13.jpeg,Instruments,1,stim/objects/Instruments/record.png,0.5,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.897000074,4,0,4,0,1,3,1,0,240,18,1,239
,,1,7,,,,,,,3,6,1,stim/61.jpeg,Instruments,1,stim/objects/Instruments/triangle2.png,0.9,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.93599987,4,0,4,0,1,3,1,0,240,204,1,239
,,1,8,,,,,,,3,6,3,stim/63.jpeg,HouseObjects,2,stim/objects/HouseObjects/thermometer2.png,0.1,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.048999786,4,0,4,0,1,3,1,0,240,238,1,239
,,1,9,,,,,,,3,5,3,stim/53.jpeg,HouseObjects,2,stim/objects/HouseObjects/scale2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.589999914,4,0,4,0,1,3,1,0,240,174,1,239
,,1,10,,,,,,,3,5,4,stim/54.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge2.png,0.9,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.384000063,4,0,4,0,1,3,1,0,240,199,1,239
,,1,11,,,,,,,1,1,2,stim/12.jpeg,HouseObjects,2,stim/objects/HouseObjects/remote.png,0.5,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.181999922,4,0,4,0,1,3,1,0,240,33,1,239
,,0,12,,,,,,,1,2,1,stim/21.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin.png,0.5,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.944000006,4,0,4,0,1,3,1,0,240,68,1,239
,,1,13,,,,,,,1,2,3,stim/23.jpeg,HouseObjects,2,stim/objects/HouseObjects/scale.png,0.5,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.256999969,4,0,4,0,1,3,1,0,240,66,1,239
,,0,14,,,,,,,1,2,4,stim/24.jpeg,Instruments,1,stim/objects/Instruments/timbal.png,0.5,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,55,1,239
,,0,15,,,,,,,1,2,2,stim/22.jpeg,Instruments,1,stim/objects/Instruments/speaker.png,0.5,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.963999987,4,0,4,0,1,3,1,0,240,41,1,239
,,1,16,,,,,,,2,4,1,stim/41.jpeg,Instruments,1,stim/objects/Instruments/panflute2.png,0.7,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.048000097,4,0,4,0,1,3,1,0,240,144,1,239
,,1,17,,,,,,,3,6,4,stim/64.jpeg,Instruments,1,stim/objects/Instruments/tuba2.png,0.9,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.348999977,4,0,4,0,1,3,1,0,240,211,1,239
,,1,18,,,,,,,2,3,4,stim/34.jpeg,HouseObjects,2,stim/objects/HouseObjects/thread.png,0.7,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.934000015,4,0,4,0,1,3,1,0,240,103,1,239
,,1,19,,,,,,,2,3,4,stim/34.jpeg,Instruments,1,stim/objects/Instruments/tuba.png,0.3,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.405999899,4,0,4,0,1,3,1,0,240,87,1,239
,,0,20,,,,,,,3,5,3,stim/53.jpeg,HouseObjects,2,stim/objects/HouseObjects/scale2.png,0.9,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.866999865,4,0,4,0,1,3,1,0,240,178,1,239
,,0,21,,,,,,,3,6,1,stim/61.jpeg,Instruments,1,stim/objects/Instruments/triangle2.png,0.9,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.252000093,4,0,4,0,1,3,1,0,240,220,1,239
,,0,22,,,,,,,1,1,1,stim/11.jpeg,HouseObjects,2,stim/objects/HouseObjects/recyclingbin.png,0.5,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,20,1,239
,,0,23,,,,,,,3,5,4,stim/54.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge2.png,0.9,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.066999912,4,0,4,0,1,3,1,0,240,183,1,239
,,1,24,,,,,,,3,6,3,stim/63.jpeg,Instruments,1,stim/objects/Instruments/trumpet2.png,0.9,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.153999805,4,0,4,0,1,3,1,0,240,226,1,239
,,1,25,,,,,,,3,5,2,stim/52.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw2.png,0.9,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.207999945,4,0,4,0,1,3,1,0,240,177,1,239
,,1,26,,,,,,,3,6,1,stim/61.jpeg,Instruments,1,stim/objects/Instruments/triangle2.png,0.9,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.10800004,4,0,4,0,1,3,1,0,240,200,1,239
,,0,27,,,,,,,3,6,3,stim/63.jpeg,Instruments,1,stim/objects/Instruments/trumpet2.png,0.9,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.680000067,4,0,4,0,1,3,1,0,240,214,1,239
,,1,28,,,,,,,1,1,3,stim/13.jpeg,HouseObjects,2,stim/objects/HouseObjects/rubbergloves.png,0.5,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.203999758,4,0,4,0,1,3,1,0,240,26,1,239
,,0,29,,,,,,,1,1,2,stim/12.jpeg,Instruments,1,stim/objects/Instruments/pipepiano.png,0.5,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.970000029,4,0,4,0,1,3,1,0,240,5,1,239
,,0,30,,,,,,,3,5,1,stim/51.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.556999922,4,0,4,0,1,3,1,0,240,164,1,239
,,1,31,,,,,,,3,5,2,stim/52.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw2.png,0.9,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.539000034,4,0,4,0,1,3,1,0,240,169,1,239
,,0,32,,,,,,,1,2,3,stim/23.jpeg,Instruments,1,stim/objects/Instruments/tambourine.png,0.5,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.210999727,4,0,4,0,1,3,1,0,240,46,1,239
,,1,33,,,,,,,3,5,2,stim/52.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw2.png,0.9,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.449999809,4,0,4,0,1,3,1,0,240,181,1,239
,,0,34,,,,,,,1,1,1,stim/11.jpeg,Instruments,1,stim/objects/Instruments/panflute.png,0.5,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.414999962,4,0,4,0,1,3,1,0,240,0,1,239
,,0,35,,,,,,,3,6,4,stim/64.jpeg,Instruments,1,stim/objects/Instruments/tuba2.png,0.9,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.432999849,4,0,4,0,1,3,1,0,240,207,1,239
,,1,36,,,,,,,2,4,1,stim/41.jpeg,Instruments,1,stim/objects/Instruments/panflute2.png,0.7,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.313999891,4,0,4,0,1,3,1,0,240,136,1,239
,,0,37,,,,,,,1,1,4,stim/14.jpeg,Instruments,1,stim/objects/Instruments/record_player.png,0.5,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.124999762,4,0,4,0,1,3,1,0,240,7,1,239
,,0,38,,,,,,,1,1,1,stim/11.jpeg,Instruments,1,stim/objects/Instruments/panflute.png,0.5,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,16,1,239
,,1,39,,,,,,,1,2,2,stim/22.jpeg,Instruments,1,stim/objects/Instruments/speaker.png,0.5,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.026000023,4,0,4,0,1,3,1,0,240,49,1,239
,,1,40,,,,,,,1,1,1,stim/11.jpeg,Instruments,1,stim/objects/Instruments/panflute.png,0.5,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.157999992,4,0,4,0,1,3,1,0,240,8,1,239
,,1,41,,,,,,,1,2,2,stim/22.jpeg,Instruments,1,stim/objects/Instruments/speaker.png,0.5,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.28399992,4,0,4,0,1,3,1,0,240,57,1,239
,,0,42,,,,,,,3,5,1,stim/51.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin2.png,0.9,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.061999798,4,0,4,0,1,3,1,0,240,184,1,239
,,0,43,,,,,,,3,5,4,stim/54.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge2.png,0.9,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.32799983,4,0,4,0,1,3,1,0,240,179,1,239
,,1,44,,,,,,,2,4,3,stim/43.jpeg,Instruments,1,stim/objects/Instruments/record2.png,0.7,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.072000027,4,0,4,0,1,3,1,0,240,146,1,239
,,0,45,,,,,,,3,5,3,stim/53.jpeg,Instruments,1,stim/objects/Instruments/tambourine2.png,0.1,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.743000031,4,0,4,0,1,3,1,0,240,162,1,239
,,1,46,,,,,,,3,6,2,stim/62.jpeg,Instruments,1,stim/objects/Instruments/trombone2.png,0.9,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.044999838,4,0,4,0,1,3,1,0,240,209,1,239
,,1,47,,,,,,,1,1,3,stim/13.jpeg,Instruments,1,stim/objects/Instruments/record.png,0.5,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,1.512000084,4,0,4,0,1,3,1,0,240,10,1,239
,,1,48,,,,,,,3,5,4,stim/54.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.648999929,4,0,4,0,1,3,1,0,240,191,1,239
,,1,49,,,,,,,1,2,2,stim/22.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw.png,0.5,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,1.595000029,4,0,4,0,1,3,1,0,240,77,1,239
,,1,50,,,,,,,2,4,3,stim/43.jpeg,HouseObjects,2,stim/objects/HouseObjects/rubbergloves2.png,0.3,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,right,0.749999762,4,0,4,0,1,3,1,0,240,150,1,239
,,1,51,,,,,,,3,6,4,stim/64.jpeg,Instruments,1,stim/objects/Instruments/tuba2.png,0.9,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.840999842,4,0,4,0,1,3,1,0,240,215,1,239
,,1,52,,,,,,,3,6,2,stim/62.jpeg,Instruments,1,stim/objects/Instruments/trombone2.png,0.9,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,left,0.618000031,4,0,4,0,1,3,1,0,240,221,1,239
,,0,53,,,,,,,2,4,4,stim/44.jpeg,Instruments,1,stim/objects/Instruments/record_player2.png,0.7,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,143,1,239
,,0,54,,,,,,,3,5,3,stim/53.jpeg,HouseObjects,2,stim/objects/HouseObjects/scale2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,186,1,239
,,0,55,,,,,,,3,6,2,stim/62.jpeg,HouseObjects,2,stim/objects/HouseObjects/teapot2.png,0.1,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,237,1,239
,,0,56,,,,,,,3,5,1,stim/51.jpeg,Instruments,1,stim/objects/Instruments/saxophone2.png,0.1,4,0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,160,1,239
,,0,57,,,,,,,1,2,2,stim/22.jpeg,Instruments,1,stim/objects/Instruments/speaker.png,0.5,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,45,1,239
,,0,58,,,,,,,1,2,3,stim/23.jpeg,HouseObjects,2,stim/objects/HouseObjects/scale.png,0.5,4,0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,70,1,239
,,0,59,,,,,,,3,6,1,stim/61.jpeg,Instruments,1,stim/objects/Instruments/triangle2.png,0.9,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,232,1,239
,,0,60,,,,,,,2,4,3,stim/43.jpeg,Instruments,1,stim/objects/Instruments/record2.png,0.7,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,142,1,239
,,0,61,,,,,,,3,6,4,stim/64.jpeg,Instruments,1,stim/objects/Instruments/tuba2.png,0.9,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,219,1,239
,,0,62,,,,,,,3,5,4,stim/54.jpeg,HouseObjects,2,stim/objects/HouseObjects/sponge2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,195,1,239
,,0,63,,,,,,,2,3,2,stim/32.jpeg,HouseObjects,2,stim/objects/HouseObjects/teapot.png,0.7,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,117,1,239
,,0,64,,,,,,,3,5,1,stim/51.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin2.png,0.9,2,0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,168,1,239
,,0,65,,,,,,,1,2,1,stim/21.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin.png,0.5,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,60,1,239
,,0,66,,,,,,,3,5,2,stim/52.jpeg,HouseObjects,2,stim/objects/HouseObjects/saw2.png,0.9,3,-0.2,-0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,173,1,239
,,0,67,,,,,,,3,6,2,stim/62.jpeg,Instruments,1,stim/objects/Instruments/trombone2.png,0.9,1,-0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,217,1,239
,,0,68,,,,,,,2,3,2,stim/32.jpeg,Instruments,1,stim/objects/Instruments/trombone.png,0.3,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,85,1,239
,,0,69,,,,,,,3,5,1,stim/51.jpeg,HouseObjects,2,stim/objects/HouseObjects/safetypin2.png,0.9,1,-0.2,0.15,right,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,176,1,239
,,0,70,,,,,,,2,3,2,stim/32.jpeg,Instruments,1,stim/objects/Instruments/trombone.png,0.3,2,0.2,0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,81,1,239
,,0,71,,,,,,,1,2,2,stim/22.jpeg,Instruments,1,stim/objects/Instruments/speaker.png,0.5,3,-0.2,-0.15,left,78,2020-12-07_16h59.59.887,premup-three_ses-01_part-01_label-phase1,3.2.4,Win32,60,,,4,0,4,0,1,3,1,0,240,53,1,239
