"","X","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"711",244,61,"stim/31.jpeg",3,"Music items",65,75,55,3.578999996,1,70,1
"712",243,61,"stim/41.jpeg",4,"Music items",65,75,32,3.530999899,1,70,1
"713",245,61,"stim/51.jpeg",5,"Household items",5,15,42,5.59100008,1,10,1
"714",241,61,"stim/61.jpeg",6,"Music items",5,15,57,5.962000132,1,10,1
"715",583,61,"stim/11.jpeg",1,"Music items",45,55,44,2.063999891,2,50,1
"716",581,61,"stim/21.jpeg",2,"Household items",45,55,46,1.687999964,2,50,1
"717",578,61,"stim/31.jpeg",3,"Music items",65,75,60,9.729000092,2,70,1
"718",579,61,"stim/41.jpeg",4,"Music items",65,75,40,1.743000031,2,70,1
"719",582,61,"stim/51.jpeg",5,"Household items",5,15,45,2.406000137,2,10,1
"720",580,61,"stim/61.jpeg",6,"Music items",5,15,52,3.071999788,2,10,1
"721",245,62,"stim/11.jpeg",1,"Household items",45,55,71,3.731000185,1,50,1
"722",246,62,"stim/21.jpeg",2,"Music items",45,55,8,3.457000017,1,50,1
"723",242,62,"stim/31.jpeg",3,"Household items",65,75,18,6.022000074,1,70,1
"724",244,62,"stim/41.jpeg",4,"Household items",65,75,31,4.329999924,1,70,1
"725",243,62,"stim/51.jpeg",5,"Music items",5,15,55,4.470999956,1,10,1
"726",241,62,"stim/61.jpeg",6,"Household items",5,15,39,5.227999926,1,10,1
"727",578,62,"stim/11.jpeg",1,"Household items",45,55,63,4.453999996,2,50,1
"728",579,62,"stim/21.jpeg",2,"Music items",45,55,38,2,2,50,1
"729",581,62,"stim/31.jpeg",3,"Household items",65,75,21,3.596999884,2,70,1
"730",583,62,"stim/41.jpeg",4,"Household items",65,75,63,3.313999891,2,70,1
"731",582,62,"stim/51.jpeg",5,"Music items",5,15,45,2.832000017,2,10,1
"732",580,62,"stim/61.jpeg",6,"Household items",5,15,70,3.437000036,2,10,1
"733",241,63,"stim/11.jpeg",1,"Music items",45,55,50,6.920000076,1,50,1
"734",243,63,"stim/21.jpeg",2,"Household items",45,55,50,4.041000128,1,50,1
"735",244,63,"stim/31.jpeg",3,"Music items",65,75,10,6.779999971,1,70,1
"736",242,63,"stim/41.jpeg",4,"Music items",65,75,80,10.44300008,1,70,1
"737",246,63,"stim/51.jpeg",5,"Household items",5,15,100,3.946000099,1,10,1
"738",245,63,"stim/61.jpeg",6,"Music items",5,15,100,5.245000124,1,10,1
"739",583,63,"stim/11.jpeg",1,"Music items",45,55,50,2.926000118,2,50,1
"740",582,63,"stim/21.jpeg",2,"Household items",45,55,50,3.676000118,2,50,1
"741",581,63,"stim/31.jpeg",3,"Music items",65,75,10,7.513000011,2,70,1
"742",580,63,"stim/41.jpeg",4,"Music items",65,75,75,7.311000109,2,70,1
"743",579,63,"stim/51.jpeg",5,"Household items",5,15,90,3.657000065,2,10,1
"744",578,63,"stim/61.jpeg",6,"Music items",5,15,90,10.05500007,2,10,1
"745",241,64,"stim/11.jpeg",1,"Household items",45,55,10,11.80900002,1,50,1
"746",246,64,"stim/21.jpeg",2,"Music items",45,55,10,4.437000036,1,50,1
"747",242,64,"stim/31.jpeg",3,"Household items",65,75,40,9.031000137,1,70,1
"748",244,64,"stim/41.jpeg",4,"Household items",65,75,20,4.78399992,1,70,1
"749",245,64,"stim/51.jpeg",5,"Music items",5,15,90,6.506000042,1,10,1
"750",243,64,"stim/61.jpeg",6,"Household items",5,15,40,4.798000097,1,10,1
"751",583,64,"stim/11.jpeg",1,"Household items",45,55,10,4.070000172,2,50,1
"752",580,64,"stim/21.jpeg",2,"Music items",45,55,10,5.779999971,2,50,1
"753",578,64,"stim/31.jpeg",3,"Household items",65,75,30,6.746000051,2,70,1
"754",581,64,"stim/41.jpeg",4,"Household items",65,75,40,8.983999968,2,70,1
"755",579,64,"stim/51.jpeg",5,"Music items",5,15,90,6.14199996,2,10,1
"756",582,64,"stim/61.jpeg",6,"Household items",5,15,80,6.815000057,2,10,1
"757",241,65,"stim/11.jpeg",1,"Household items",45,55,40,14.70899987,1,50,1
"758",242,65,"stim/21.jpeg",2,"Music items",45,55,50,2.947000027,1,50,1
"759",244,65,"stim/31.jpeg",3,"Household items",65,75,40,6.612999916,1,70,1
"760",246,65,"stim/41.jpeg",4,"Household items",65,75,79,3.019000053,1,70,1
"761",243,65,"stim/51.jpeg",5,"Music items",5,15,70,2.722000122,1,10,1
"762",245,65,"stim/61.jpeg",6,"Household items",5,15,90,5.744000196,1,10,1
"763",579,65,"stim/11.jpeg",1,"Household items",45,55,50,2.162999868,2,50,1
"764",582,65,"stim/21.jpeg",2,"Music items",45,55,30,3.809999943,2,50,1
"765",583,65,"stim/31.jpeg",3,"Household items",65,75,49,3.140000105,2,70,1
"766",578,65,"stim/41.jpeg",4,"Household items",65,75,70,6.572000027,2,70,1
"767",581,65,"stim/51.jpeg",5,"Music items",5,15,90,5.855000019,2,10,1
"768",580,65,"stim/61.jpeg",6,"Household items",5,15,80,5.25999999,2,10,1
"769",243,66,"stim/11.jpeg",1,"Music items",45,55,15,8.711999893,1,50,1
"770",246,66,"stim/21.jpeg",2,"Household items",45,55,3,8.156999826,1,50,1
"771",244,66,"stim/31.jpeg",3,"Music items",65,75,50,3.269000053,1,70,1
"772",242,66,"stim/41.jpeg",4,"Music items",65,75,61,5.063999891,1,70,1
"773",245,66,"stim/51.jpeg",5,"Household items",5,15,27,4.769000053,1,10,1
"774",241,66,"stim/61.jpeg",6,"Music items",5,15,54,11.97899985,1,10,1
"775",578,66,"stim/11.jpeg",1,"Music items",45,55,82,8.162000179,2,50,1
"776",583,66,"stim/21.jpeg",2,"Household items",45,55,NA,NA,2,50,1
"777",582,66,"stim/31.jpeg",3,"Music items",65,75,55,7.391000032,2,70,1
"778",580,66,"stim/41.jpeg",4,"Music items",65,75,55,10.68999982,2,70,1
"779",581,66,"stim/51.jpeg",5,"Household items",5,15,70,7.621000051,2,10,1
"780",579,66,"stim/61.jpeg",6,"Music items",5,15,NA,NA,2,10,1
"781",243,67,"stim/11.jpeg",1,"Household items",45,55,10,8.191999912,1,50,1
"782",245,67,"stim/21.jpeg",2,"Music items",45,55,10,11.39999986,1,50,1
"783",241,67,"stim/31.jpeg",3,"Household items",65,75,10,7.135999918,1,70,1
"784",246,67,"stim/41.jpeg",4,"Household items",65,75,100,4.342000008,1,70,1
"785",242,67,"stim/51.jpeg",5,"Music items",5,15,20,7.697000027,1,10,1
"786",244,67,"stim/61.jpeg",6,"Household items",5,15,10,10.70900011,1,10,1
"787",578,67,"stim/11.jpeg",1,"Household items",45,55,20,9.015000105,2,50,1
"788",581,67,"stim/21.jpeg",2,"Music items",45,55,10,4.509000063,2,50,1
"789",582,67,"stim/31.jpeg",3,"Household items",65,75,2,4.535000086,2,70,1
"790",583,67,"stim/41.jpeg",4,"Household items",65,75,100,3.350000143,2,70,1
"791",579,67,"stim/51.jpeg",5,"Music items",5,15,11,6.69900012,2,10,1
"792",580,67,"stim/61.jpeg",6,"Household items",5,15,40,6.480999947,2,10,1
"793",243,68,"stim/11.jpeg",1,"Music items",45,55,78,2.976000071,1,50,1
"794",242,68,"stim/21.jpeg",2,"Household items",45,55,39,4.579999924,1,50,1
"795",246,68,"stim/31.jpeg",3,"Music items",65,75,20,4.539000034,1,70,1
"796",244,68,"stim/41.jpeg",4,"Music items",65,75,91,4.032999992,1,70,1
"797",241,68,"stim/51.jpeg",5,"Household items",5,15,72,7.950000048,1,10,1
"798",245,68,"stim/61.jpeg",6,"Music items",5,15,91,2.384000063,1,10,1
"799",583,68,"stim/11.jpeg",1,"Music items",45,55,52,2.252000093,2,50,1
"800",579,68,"stim/21.jpeg",2,"Household items",45,55,36,5.960000038,2,50,1
"801",578,68,"stim/31.jpeg",3,"Music items",65,75,66,7.055999994,2,70,1
"802",580,68,"stim/41.jpeg",4,"Music items",65,75,77,2.849999905,2,70,1
"803",581,68,"stim/51.jpeg",5,"Household items",5,15,86,3.065999985,2,10,1
"804",582,68,"stim/61.jpeg",6,"Music items",5,15,34,2.914000034,2,10,1
"805",243,69,"stim/11.jpeg",1,"Household items",45,55,4,9.000999928,1,50,1
"806",245,69,"stim/21.jpeg",2,"Music items",45,55,10,12.07800007,1,50,1
"807",242,69,"stim/31.jpeg",3,"Household items",65,75,40,8.037000179,1,70,1
"808",244,69,"stim/41.jpeg",4,"Household items",65,75,NA,NA,1,70,1
"809",241,69,"stim/51.jpeg",5,"Music items",5,15,80,12.74600005,1,10,1
"810",246,69,"stim/61.jpeg",6,"Household items",5,15,95,15.74099994,1,10,1
"811",581,69,"stim/11.jpeg",1,"Household items",45,55,10,5.621000051,2,50,1
"812",578,69,"stim/21.jpeg",2,"Music items",45,55,10,15.90300012,2,50,1
"813",582,69,"stim/31.jpeg",3,"Household items",65,75,80,6.465999842,2,70,1
"814",580,69,"stim/41.jpeg",4,"Household items",65,75,89,11.31800008,2,70,1
"815",579,69,"stim/51.jpeg",5,"Music items",5,15,80,10.92499995,2,10,1
"816",583,69,"stim/61.jpeg",6,"Household items",5,15,90,5.105999947,2,10,1
"817",241,70,"stim/11.jpeg",1,"Household items",45,55,27,7.764999866,1,50,1
"818",245,70,"stim/21.jpeg",2,"Music items",45,55,57,5.453999996,1,50,1
"819",246,70,"stim/31.jpeg",3,"Household items",65,75,26,5.578999996,1,70,1
"820",242,70,"stim/41.jpeg",4,"Household items",65,75,85,4.92200017,1,70,1
"821",243,70,"stim/51.jpeg",5,"Music items",5,15,99,5.621999979,1,10,1
"822",244,70,"stim/61.jpeg",6,"Household items",5,15,99,2.845000029,1,10,1
"823",583,70,"stim/11.jpeg",1,"Household items",45,55,50,4.174000025,2,50,1
"824",582,70,"stim/21.jpeg",2,"Music items",45,55,67,5.101999998,2,50,1
"825",578,70,"stim/31.jpeg",3,"Household items",65,75,34,5.904999971,2,70,1
"826",580,70,"stim/41.jpeg",4,"Household items",65,75,77,4.718999863,2,70,1
"827",579,70,"stim/51.jpeg",5,"Music items",5,15,95,3.710999966,2,10,1
"828",581,70,"stim/61.jpeg",6,"Household items",5,15,98,3.169000149,2,10,1
"829",245,71,"stim/11.jpeg",1,"Music items",45,55,18,9.230000019,1,50,1
"830",243,71,"stim/21.jpeg",2,"Household items",45,55,10,3.739000082,1,50,1
"831",241,71,"stim/31.jpeg",3,"Music items",65,75,70,6.210999966,1,70,1
"832",244,71,"stim/41.jpeg",4,"Music items",65,75,32,3.305000067,1,70,1
"833",242,71,"stim/51.jpeg",5,"Household items",5,15,90,3.235999823,1,10,1
"834",246,71,"stim/61.jpeg",6,"Music items",5,15,88,2.797999859,1,10,1
"835",578,71,"stim/11.jpeg",1,"Music items",45,55,4,4.914000034,2,50,1
"836",580,71,"stim/21.jpeg",2,"Household items",45,55,13,3.151000023,2,50,1
"837",582,71,"stim/31.jpeg",3,"Music items",65,75,63,2.951999903,2,70,1
"838",583,71,"stim/41.jpeg",4,"Music items",65,75,38,3.012000084,2,70,1
"839",579,71,"stim/51.jpeg",5,"Household items",5,15,85,3.971000195,2,10,1
"840",581,71,"stim/61.jpeg",6,"Music items",5,15,79,4.345000029,2,10,1
"841",246,72,"stim/11.jpeg",1,"Household items",45,55,40,4.820999861,1,50,1
"842",241,72,"stim/21.jpeg",2,"Music items",45,55,40,5.744999886,1,50,1
"843",243,72,"stim/31.jpeg",3,"Household items",65,75,40,6.055999994,1,70,1
"844",242,72,"stim/41.jpeg",4,"Household items",65,75,40,4.393999815,1,70,1
"845",244,72,"stim/51.jpeg",5,"Music items",5,15,60,7.856999874,1,10,1
"846",245,72,"stim/61.jpeg",6,"Household items",5,15,40,9.230999947,1,10,1
"847",582,72,"stim/11.jpeg",1,"Household items",45,55,NA,NA,2,50,1
"848",579,72,"stim/21.jpeg",2,"Music items",45,55,NA,NA,2,50,1
"849",580,72,"stim/31.jpeg",3,"Household items",65,75,NA,NA,2,70,1
"850",578,72,"stim/41.jpeg",4,"Household items",65,75,60,8.502000093,2,70,1
"851",583,72,"stim/51.jpeg",5,"Music items",5,15,60,4.327000141,2,10,1
"852",581,72,"stim/61.jpeg",6,"Household items",5,15,NA,NA,2,10,1
"853",246,73,"stim/11.jpeg",1,"Music items",45,55,39,5.327000141,1,50,1
"854",244,73,"stim/21.jpeg",2,"Household items",45,55,30,3.437999964,1,50,1
"855",241,73,"stim/31.jpeg",3,"Music items",65,75,30,5.934000015,1,70,1
"856",242,73,"stim/41.jpeg",4,"Music items",65,75,20,3.352999926,1,70,1
"857",243,73,"stim/51.jpeg",5,"Household items",5,15,10,5.433000088,1,10,1
"858",245,73,"stim/61.jpeg",6,"Music items",5,15,90,2.70600009,1,10,1
"859",581,73,"stim/11.jpeg",1,"Music items",45,55,30,3.950000048,2,50,1
"860",579,73,"stim/21.jpeg",2,"Household items",45,55,40,1.95600009,2,50,1
"861",580,73,"stim/31.jpeg",3,"Music items",65,75,40,3.638999939,2,70,1
"862",582,73,"stim/41.jpeg",4,"Music items",65,75,90,3.641000032,2,70,1
"863",578,73,"stim/51.jpeg",5,"Household items",5,15,20,5.700999975,2,10,1
"864",583,73,"stim/61.jpeg",6,"Music items",5,15,100,1.370999813,2,10,1
"865",243,74,"stim/11.jpeg",1,"Household items",45,55,30,4.406000137,1,50,1
"866",245,74,"stim/21.jpeg",2,"Music items",45,55,4,6.528000116,1,50,1
"867",242,74,"stim/31.jpeg",3,"Household items",65,75,65,2.50999999,1,70,1
"868",244,74,"stim/41.jpeg",4,"Household items",65,75,26,7.739000082,1,70,1
"869",246,74,"stim/51.jpeg",5,"Music items",5,15,65,5.971000195,1,10,1
"870",241,74,"stim/61.jpeg",6,"Household items",5,15,70,5.94900012,1,10,1
"871",582,74,"stim/11.jpeg",1,"Household items",45,55,10,3.779999971,2,50,1
"872",580,74,"stim/21.jpeg",2,"Music items",45,55,20,4.980999947,2,50,1
"873",583,74,"stim/31.jpeg",3,"Household items",65,75,25,3.042999983,2,70,1
"874",581,74,"stim/41.jpeg",4,"Household items",65,75,30,3.144999981,2,70,1
"875",578,74,"stim/51.jpeg",5,"Music items",5,15,70,4.522000074,2,10,1
"876",579,74,"stim/61.jpeg",6,"Household items",5,15,79,4.264000177,2,10,1
"877",243,75,"stim/11.jpeg",1,"Household items",45,55,60,13.59100008,1,50,1
"878",246,75,"stim/21.jpeg",2,"Music items",45,55,40,10.7190001,1,50,1
"879",242,75,"stim/31.jpeg",3,"Household items",65,75,50,6.741000175,1,70,1
"880",241,75,"stim/41.jpeg",4,"Household items",65,75,60,9.096999884,1,70,1
"881",245,75,"stim/51.jpeg",5,"Music items",5,15,90,6.652000189,1,10,1
"882",244,75,"stim/61.jpeg",6,"Household items",5,15,90,9.65199995,1,10,1
"883",578,75,"stim/11.jpeg",1,"Household items",45,55,60,9.88499999,2,50,1
"884",583,75,"stim/21.jpeg",2,"Music items",45,55,20,12.23699999,2,50,1
"885",581,75,"stim/31.jpeg",3,"Household items",65,75,30,13.92700005,2,70,1
"886",579,75,"stim/41.jpeg",4,"Household items",65,75,70,8.003000021,2,70,1
"887",580,75,"stim/51.jpeg",5,"Music items",5,15,90,6.587000132,2,10,1
"888",582,75,"stim/61.jpeg",6,"Household items",5,15,90,5.054999828,2,10,1
"889",246,76,"stim/11.jpeg",1,"Music items",45,55,9,8.111999989,1,50,1
"890",245,76,"stim/21.jpeg",2,"Household items",45,55,5,17.52100015,1,50,1
"891",242,76,"stim/31.jpeg",3,"Music items",65,75,65,6.884000063,1,70,1
"892",241,76,"stim/41.jpeg",4,"Music items",65,75,64,9.891000032,1,70,1
"893",244,76,"stim/51.jpeg",5,"Household items",5,15,80,6.038000107,1,10,1
"894",243,76,"stim/61.jpeg",6,"Music items",5,15,82,4.170000076,1,10,1
"895",578,76,"stim/11.jpeg",1,"Music items",45,55,14,9.029000044,2,50,1
"896",580,76,"stim/21.jpeg",2,"Household items",45,55,5,4.568000078,2,50,1
"897",579,76,"stim/31.jpeg",3,"Music items",65,75,32,3.552000046,2,70,1
"898",583,76,"stim/41.jpeg",4,"Music items",65,75,74,4.801999807,2,70,1
"899",581,76,"stim/51.jpeg",5,"Household items",5,15,76,11.93199992,2,10,1
"900",582,76,"stim/61.jpeg",6,"Music items",5,15,80,2.67200017,2,10,1
"901",244,77,"stim/11.jpeg",1,"Household items",45,55,21,7.316999912,1,50,1
"902",243,77,"stim/21.jpeg",2,"Music items",45,55,23,9.067000151,1,50,1
"903",245,77,"stim/31.jpeg",3,"Household items",65,75,6,8.062000036,1,70,1
"904",246,77,"stim/41.jpeg",4,"Household items",65,75,90,9.36500001,1,70,1
"905",242,77,"stim/51.jpeg",5,"Music items",5,15,59,13.22000003,1,10,1
"906",241,77,"stim/61.jpeg",6,"Household items",5,15,40,8.219000101,1,10,1
"907",583,77,"stim/11.jpeg",1,"Household items",45,55,46,8.690999985,2,50,1
"908",580,77,"stim/21.jpeg",2,"Music items",45,55,33,13.36400008,2,50,1
"909",582,77,"stim/31.jpeg",3,"Household items",65,75,15,11.13300014,2,70,1
"910",578,77,"stim/41.jpeg",4,"Household items",65,75,89,7.600999832,2,70,1
"911",581,77,"stim/51.jpeg",5,"Music items",5,15,60,6.371999979,2,10,1
"912",579,77,"stim/61.jpeg",6,"Household items",5,15,85,1.812000036,2,10,1
"913",246,78,"stim/11.jpeg",1,"Music items",45,55,50,3.908000231,1,50,1
"914",243,78,"stim/21.jpeg",2,"Household items",45,55,60,7.071000099,1,50,1
"915",244,78,"stim/31.jpeg",3,"Music items",65,75,20,5.84800005,1,70,1
"916",242,78,"stim/41.jpeg",4,"Music items",65,75,90,4.07400012,1,70,1
"917",241,78,"stim/51.jpeg",5,"Household items",5,15,97,8.756999969,1,10,1
"918",245,78,"stim/61.jpeg",6,"Music items",5,15,97,3.59100008,1,10,1
"919",578,78,"stim/11.jpeg",1,"Music items",45,55,40,6.337000132,2,50,1
"920",580,78,"stim/21.jpeg",2,"Household items",45,55,50,4.486000061,2,50,1
"921",581,78,"stim/31.jpeg",3,"Music items",65,75,10,7.022000074,2,70,1
"922",583,78,"stim/41.jpeg",4,"Music items",65,75,95,6.571000099,2,70,1
"923",582,78,"stim/51.jpeg",5,"Household items",5,15,80,3.059000015,2,10,1
"924",579,78,"stim/61.jpeg",6,"Music items",5,15,80,3.233999968,2,10,1
"925",244,79,"stim/11.jpeg",1,"Household items",45,55,12,4.196000099,1,50,1
"926",245,79,"stim/21.jpeg",2,"Music items",45,55,96,3.351000071,1,50,1
"927",246,79,"stim/31.jpeg",3,"Household items",65,75,82,2.030999899,1,70,1
"928",241,79,"stim/41.jpeg",4,"Household items",65,75,78,17.61400008,1,70,1
"929",242,79,"stim/51.jpeg",5,"Music items",5,15,82,9.39199996,1,10,1
"930",243,79,"stim/61.jpeg",6,"Household items",5,15,69,3.525000095,1,10,1
"931",582,79,"stim/11.jpeg",1,"Household items",45,55,8,3.476999998,2,50,1
"932",578,79,"stim/21.jpeg",2,"Music items",45,55,20,6.845000029,2,50,1
"933",579,79,"stim/31.jpeg",3,"Household items",65,75,71,4.884000063,2,70,1
"934",583,79,"stim/41.jpeg",4,"Household items",65,75,20,2.515000105,2,70,1
"935",580,79,"stim/51.jpeg",5,"Music items",5,15,60,2.583999872,2,10,1
"936",581,79,"stim/61.jpeg",6,"Household items",5,15,83,3.190999985,2,10,1
"937",245,80,"stim/11.jpeg",1,"Household items",45,55,40,33.06699991,1,50,1
"938",241,80,"stim/21.jpeg",2,"Music items",45,55,43,19.41100001,1,50,1
"939",243,80,"stim/31.jpeg",3,"Household items",65,75,35,55.42199993,1,70,1
"940",246,80,"stim/41.jpeg",4,"Household items",65,75,70,16.43900013,1,70,1
"941",244,80,"stim/51.jpeg",5,"Music items",5,15,90,18.0940001,1,10,1
"942",242,80,"stim/61.jpeg",6,"Household items",5,15,95,12.34700012,1,10,1
"943",582,80,"stim/11.jpeg",1,"Household items",45,55,35,16.08800006,2,50,1
"944",581,80,"stim/21.jpeg",2,"Music items",45,55,45,7.256999969,2,50,1
"945",578,80,"stim/31.jpeg",3,"Household items",65,75,40,22.5999999,2,70,1
"946",580,80,"stim/41.jpeg",4,"Household items",65,75,80,10.61299992,2,70,1
"947",579,80,"stim/51.jpeg",5,"Music items",5,15,95,11.93599987,2,10,1
"948",583,80,"stim/61.jpeg",6,"Household items",5,15,85,27.2750001,2,10,1
